AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class,Timestamp,source_split,acc_mag,gyro_mag,prev_acc_mag,prev_gyro_mag,delta_t,jerk_mag,gyro_delta,row_in_split,trip_seq,trip_id,driver_id,dominant_class
0.102754354,2.4496293,-0.08904934,0.019547688,0.00022907447,-0.08628472,AGGRESSIVE,818932,test,2.453400079407939,0.08847156315300725,2.7687882728258097,0.1300912876855122,1.0,0.3153881934178706,0.041619724532504954,18,0,TST-TRIP-001,D001,AGGRESSIVE
0.32079172,0.3934636,0.31927872,-0.02443461,-0.0016035213,-0.059406646,AGGRESSIVE,818932,test,0.5997164606631677,0.0642555136574362,2.453400079407939,0.08847156315300725,0.0,1.8536836187447714,0.024216049495571046,19,0,TST-TRIP-001,D001,AGGRESSIVE
-0.27107072,0.3166343,-0.23188591,-0.0,0.023441954,0.0096211275,AGGRESSIVE,818933,test,0.4769776624060465,0.025339520550108525,0.5997164606631677,0.0642555136574362,1.0,0.12273879825712125,0.03891599310732768,20,0,TST-TRIP-001,D001,AGGRESSIVE
0.57089114,0.9929113,0.02962017,0.02687807,-0.029703323,0.035888333,AGGRESSIVE,818933,test,1.1457167616252364,0.05378373815277363,0.4769776624060465,0.025339520550108525,0.0,0.66873909921919,0.028444217602665106,21,0,TST-TRIP-001,D001,AGGRESSIVE
-0.29090226,-0.60320604,-0.59682846,0.04642576,-0.025427265,0.018784106,AGGRESSIVE,818934,test,0.8970428430301203,0.05616706895661426,1.1457167616252364,0.05378373815277363,1.0,0.24867391859511612,0.002383330803840629,22,0,TST-TRIP-001,D001,AGGRESSIVE
-0.3893243,-0.072393,0.15493965,0.009162978,-0.0046578473,0.02611449,AGGRESSIVE,818934,test,0.4252298815483368,0.028064609301729132,0.8970428430301203,0.05616706895661426,0.0,0.4718129614817835,0.02810245965488513,23,0,TST-TRIP-001,D001,AGGRESSIVE
-0.18269825,0.5305991,0.08667374,-0.027488936,-0.025427265,-0.04841107,AGGRESSIVE,818935,test,0.5678260232496042,0.06120309719562582,0.4252298815483368,0.028064609301729132,1.0,0.1425961417012674,0.03313848789389669,24,0,TST-TRIP-001,D001,AGGRESSIVE
0.87477255,-0.18502605,-0.07058811,-0.004276057,0.07231117,-0.04841107,AGGRESSIVE,818936,test,0.8969082086175134,0.087125321627992,0.5678260232496042,0.06120309719562582,1.0,0.32908218536790923,0.025922224432366178,25,0,TST-TRIP-001,D001,AGGRESSIVE
-0.43971384,0.46315426,-0.66686726,0.004886922,-0.011377365,-0.023365596,AGGRESSIVE,818936,test,0.9233482940383876,0.026443855948263765,0.8969082086175134,0.087125321627992,0.0,0.02644008542087417,0.060681465679728236,26,0,TST-TRIP-001,D001,AGGRESSIVE
0.18210125,-0.16286528,-0.16554546,0.01160644,0.03810272,-0.021533,AGGRESSIVE,818937,test,0.29511229050592336,0.04527909903997649,0.9233482940383876,0.026443855948263765,1.0,0.6282360035324642,0.018835243091712726,27,0,TST-TRIP-001,D001,AGGRESSIVE
-0.37785566,0.023731947,0.8001833,0.004886922,0.022220224,-0.0025961774,AGGRESSIVE,818937,test,0.8852295853061716,0.02289891915214626,0.29511229050592336,0.04527909903997649,0.0,0.5901172948002482,0.02238017988783023,28,0,TST-TRIP-001,D001,AGGRESSIVE
0.26729798,-0.83977634,-0.38885117,-0.014660766,0.03443753,-0.025198191,AGGRESSIVE,818938,test,0.9632641090304594,0.04512017688219027,0.8852295853061716,0.02289891915214626,1.0,0.07803452372428787,0.02222125773004401,29,0,TST-TRIP-001,D001,AGGRESSIVE
-0.74608386,-1.1472193,0.007487297,-0.007941248,0.0008399397,-0.023365596,AGGRESSIVE,818938,test,1.3685062323794348,0.02469250888290528,0.9632641090304594,0.04512017688219027,0.0,0.40524212334897536,0.02042766799928499,30,0,TST-TRIP-001,D001,AGGRESSIVE
0.05382228,0.4766457,-0.056230545,-0.02076942,0.0008399397,-0.030695979,AGGRESSIVE,818939,test,0.4829594551759862,0.0370717875560982,1.3685062323794348,0.02469250888290528,1.0,0.8855467772034487,0.012379278673192919,31,0,TST-TRIP-001,D001,AGGRESSIVE
0.14207172,-0.64231193,0.6090803,-0.0,0.02649628,-0.027641652,AGGRESSIVE,818939,test,0.8965086730713615,0.03828986522733534,0.4829594551759862,0.0370717875560982,0.0,0.4135492178953753,0.0012180776712371402,32,0,TST-TRIP-001,D001,AGGRESSIVE
0.029505014,0.10766506,0.49456882,0.004886922,0.016111571,-0.00870483,AGGRESSIVE,818940,test,0.5070114680282254,0.018953595755186535,0.8965086730713615,0.03828986522733534,1.0,0.3894972050431361,0.019336269472148802,33,0,TST-TRIP-001,D001,AGGRESSIVE
0.010455728,0.19506311,0.7586765,-0.018325957,-0.014431692,0.01695151,AGGRESSIVE,818940,test,0.7834213239267438,0.02883518900976397,0.5070114680282254,0.018953595755186535,0.0,0.2764098558985184,0.009881593254577437,34,0,TST-TRIP-001,D001,AGGRESSIVE
-0.10675931,0.46166867,-0.20333004,0.023823744,0.008781188,0.0022907446,AGGRESSIVE,818941,test,0.5156341884491821,0.025493676700140945,0.7834213239267438,0.02883518900976397,1.0,0.2677871354775617,0.0033415123096230265,35,0,TST-TRIP-001,D001,AGGRESSIVE
-0.33768082,-0.35907316,-0.58811665,-0.01038471,0.0032834008,0.012064588,AGGRESSIVE,818942,test,0.7673611043279953,0.016253529038559124,0.5156341884491821,0.025493676700140945,1.0,0.25172691587881324,0.009240147661581821,36,0,TST-TRIP-001,D001,AGGRESSIVE
-0.4406935,-0.6665633,0.2986803,0.03726278,0.0075594573,-0.004428773,AGGRESSIVE,818942,test,0.8530693497349615,0.03827890017077884,0.7673611043279953,0.016253529038559124,0.0,0.0857082454069662,0.022025371132219716,37,0,TST-TRIP-001,D001,AGGRESSIVE
1.1014359,0.7269268,0.057224274,0.012217305,-0.017486017,-0.012370021,AGGRESSIVE,818943,test,1.3209308202558818,0.024658482344373,0.8530693497349615,0.03827890017077884,1.0,0.4678614705209203,0.013620417826405839,38,0,TST-TRIP-001,D001,AGGRESSIVE
0.24783754,0.09656301,0.45060062,0.017715093,-0.010155635,-0.018478673,AGGRESSIVE,818943,test,0.5232482965838456,0.02753947708459264,1.3209308202558818,0.024658482344373,0.0,0.7976825236720362,0.0028809947402196404,39,0,TST-TRIP-001,D001,AGGRESSIVE
0.06939864,-0.0015867352,0.041068077,-0.005497787,-0.0077121737,-0.019700404,AGGRESSIVE,818944,test,0.08065529065673527,0.021858847244069314,0.5232482965838456,0.02753947708459264,1.0,0.4425930059271104,0.0056806298405233276,40,0,TST-TRIP-001,D001,AGGRESSIVE
-0.26347494,0.529738,-0.28295517,-0.004886922,-0.014431692,-0.042913284,AGGRESSIVE,818944,test,0.6558239252129587,0.045537958718871056,0.08065529065673527,0.021858847244069314,0.0,0.5751686345562235,0.023679111474801742,41,0,TST-TRIP-001,D001,AGGRESSIVE
0.6024556,1.0922241,0.22054768,-0.034208454,0.024663685,-0.025809057,AGGRESSIVE,818945,test,1.2667073512637212,0.04944313001902883,0.6558239252129587,0.045537958718871056,1.0,0.6108834260507625,0.0039051713001577726,42,0,TST-TRIP-001,D001,AGGRESSIVE
0.07136154,0.29595637,0.14425755,-0.018936822,0.022831088,-0.036193766,AGGRESSIVE,818945,test,0.33688704793558183,0.04679583853278178,1.2667073512637212,0.04944313001902883,0.0,0.9298203033281394,0.0026472914862470456,43,0,TST-TRIP-001,D001,AGGRESSIVE
0.4757583,-0.087142825,0.18193054,-0.03970624,0.021609358,-0.001985312,AGGRESSIVE,818946,test,0.5167577317782117,0.04524921338373859,0.33688704793558183,0.04679583853278178,1.0,0.17987068384262989,0.0015466251490431904,44,0,TST-TRIP-001,D001,AGGRESSIVE
0.69397044,-0.36016142,0.39312267,-0.0030543262,-0.004046982,0.0035124752,AGGRESSIVE,818946,test,0.8751323635417324,0.006168018634451868,0.5167577317782117,0.04524921338373859,0.0,0.3583746317635207,0.03908119474928672,45,0,TST-TRIP-001,D001,AGGRESSIVE
-0.3389696,-0.19042885,0.12000656,0.06414085,0.01366811,0.008399397,AGGRESSIVE,818947,test,0.4068969293070619,0.06611668276356739,0.8751323635417324,0.006168018634451868,1.0,0.4682354342346705,0.059948664129115516,46,0,TST-TRIP-001,D001,AGGRESSIVE
-0.7697774,0.018310905,-0.10904884,-0.019547688,0.013057245,0.030390546,AGGRESSIVE,818947,test,0.7776787153433123,0.038421205594222116,0.4068969293070619,0.06611668276356739,0.0,0.37078178603625045,0.02769547716934527,47,0,TST-TRIP-001,D001,AGGRESSIVE
-0.13248551,0.00749892,-0.5088415,0.004886922,0.015500706,0.021227567,AGGRESSIVE,818948,test,0.5258595975004892,0.02673506113462262,0.7776787153433123,0.038421205594222116,1.0,0.2518191178428232,0.011686144459599496,48,0,TST-TRIP-001,D001,AGGRESSIVE
-0.121494055,0.97876084,-0.64531994,-0.0061086523,0.0026725354,0.01817324,AGGRESSIVE,818949,test,1.1786311604057702,0.01935780799791517,0.5258595975004892,0.02673506113462262,1.0,0.652771562905281,0.007377253136707451,49,0,TST-TRIP-001,D001,AGGRESSIVE
0.1619637,-0.42168716,0.7636738,-0.02565634,0.012446379,0.031612277,AGGRESSIVE,818949,test,0.887271082495646,0.04257342116311502,1.1786311604057702,0.01935780799791517,0.0,0.2913600779101242,0.023215613165199853,50,0,TST-TRIP-001,D001,AGGRESSIVE
-0.2985927,-0.20289266,0.18541336,-0.0067195175,0.022831088,0.055436023,AGGRESSIVE,818950,test,0.40583388971555245,0.06032879197160407,0.887271082495646,0.04257342116311502,1.0,0.48143719278009356,0.017755370808489046,51,0,TST-TRIP-001,D001,AGGRESSIVE
0.26385355,1.0475075,-1.2421827,-0.01038471,0.0020616702,0.012064588,AGGRESSIVE,818950,test,1.6461799775793482,0.016051385280012813,0.40583388971555245,0.06032879197160407,0.0,1.2403460878637957,0.044277406691591255,52,0,TST-TRIP-001,D001,AGGRESSIVE
-0.18363321,0.56479466,0.11718845,-0.017104227,-0.021762075,0.011453724,AGGRESSIVE,818951,test,0.6053489048415155,0.029955471671154338,1.6461799775793482,0.016051385280012813,1.0,1.0408310727378327,0.013904086391141525,53,0,TST-TRIP-001,D001,AGGRESSIVE
0.976215,0.17441356,0.6118784,-0.00061086525,-0.011377365,-0.0032070426,AGGRESSIVE,818951,test,1.1652514717962958,0.011836499184095664,0.6053489048415155,0.029955471671154338,0.0,0.5599025669547804,0.018118972487058675,54,0,TST-TRIP-001,D001,AGGRESSIVE
0.06310606,-0.35474473,0.16901398,-0.010995574,0.013057245,-0.00076358154,AGGRESSIVE,818952,test,0.3979848284883946,0.017087344771723013,1.1652514717962958,0.011836499184095664,1.0,0.7672666433079012,0.005250845587627348,55,0,TST-TRIP-001,D001,AGGRESSIVE
0.7406641,0.37146646,0.6689844,0.008552114,-0.029703323,-0.0025961774,AGGRESSIVE,818952,test,1.0649463683102083,0.031018803784214437,0.3979848284883946,0.017087344771723013,0.0,0.6669615398218136,0.013931459012491425,56,0,TST-TRIP-001,D001,AGGRESSIVE
0.45681942,0.08794737,-0.11210728,-0.0030543262,0.03443753,-0.00076358154,AGGRESSIVE,818953,test,0.47852561541473587,0.03458114280652297,1.0649463683102083,0.031018803784214437,1.0,0.5864207528954724,0.003562339022308531,57,0,TST-TRIP-001,D001,AGGRESSIVE
0.5394548,-0.11338341,0.5558491,-0.009773844,-0.021762075,0.00045814895,AGGRESSIVE,818953,test,0.7828381064288312,0.023860549769490792,0.47852561541473587,0.03458114280652297,0.0,0.30431249101409535,0.010720593037032176,58,0,TST-TRIP-001,D001,AGGRESSIVE
0.078572154,-0.10179007,0.44670486,-0.0,0.017944166,0.01450805,AGGRESSIVE,818954,test,0.4648440961036552,0.02307545467023469,0.7828381064288312,0.023860549769490792,1.0,0.31799401032517605,0.0007850950992561029,59,0,TST-TRIP-001,D001,AGGRESSIVE
0.012563586,0.13923752,0.19380856,0.020158553,-0.0046578473,0.06154467,AGGRESSIVE,818954,test,0.23897005795329965,0.06492926309402276,0.4648440961036552,0.02307545467023469,0.0,0.22587403815035553,0.04185380842378807,60,1,TST-TRIP-002,D002,AGGRESSIVE
0.5173269,0.78517073,0.7356615,0.0036651916,-0.00038179077,0.12812899,AGGRESSIVE,818955,test,1.1938668432009463,0.12818197015211175,0.23897005795329965,0.06492926309402276,1.0,0.9548967852476467,0.06325270705808898,61,1,TST-TRIP-002,D002,AGGRESSIVE
0.17355144,-0.4140643,1.1663599,0.028099801,-0.02603813,0.13607024,AGGRESSIVE,818956,test,1.2497858869376681,0.14136015437100408,1.1938668432009463,0.12818197015211175,1.0,0.05591904373672185,0.01317818421889233,62,1,TST-TRIP-002,D002,AGGRESSIVE
0.058745444,-0.03410983,-0.20303154,0.04886922,-0.028481591,0.12996158,AGGRESSIVE,818956,test,0.21409417070102035,0.1417371298051293,1.2497858869376681,0.14136015437100408,0.0,1.0356917162366477,0.0003769754341252374,63,1,TST-TRIP-002,D002,AGGRESSIVE
-0.17477626,-0.21894467,-0.83653736,0.0067195175,-0.04192063,0.111635625,AGGRESSIVE,818957,test,0.8822008072183827,0.11943619176853526,0.21409417070102035,0.1417371298051293,1.0,0.6681066365173624,0.022300938036594053,64,1,TST-TRIP-002,D002,AGGRESSIVE
0.14694023,0.13400173,0.80677795,0.15760323,0.2140319,0.18677205,AGGRESSIVE,818957,test,0.8309263237144725,0.3248572470874636,0.8822008072183827,0.11943619176853526,0.0,0.05127448350391017,0.20542105531892835,65,1,TST-TRIP-002,D002,AGGRESSIVE
1.9521787,-2.9816866,2.0186596,0.19058995,0.41500658,0.010231993,AGGRESSIVE,818958,test,4.095905667618019,0.45679282411729166,0.8309263237144725,0.3248572470874636,1.0,3.2649793439035464,0.13193557702982806,66,1,TST-TRIP-002,D002,AGGRESSIVE
1.0315782,1.8825753,1.3218498,0.013439035,0.10529789,0.043829583,AGGRESSIVE,818958,test,2.521017698598201,0.11484461522482112,4.095905667618019,0.45679282411729166,0.0,1.5748879690198176,0.3419482088924706,67,1,TST-TRIP-002,D002,AGGRESSIVE
0.1700803,-0.14438453,0.080685616,-0.022602014,-0.005879578,0.0071776668,AGGRESSIVE,818959,test,0.23724327088604716,0.024432342806331574,2.521017698598201,0.11484461522482112,1.0,2.283774427712154,0.09041227241848954,68,1,TST-TRIP-002,D002,AGGRESSIVE
-0.8629459,-0.8557696,1.2502985,-0.058643065,0.020387627,0.034055736,AGGRESSIVE,818959,test,1.7436351607240606,0.070812834724978,0.23724327088604716,0.024432342806331574,0.0,1.5063918898380133,0.046380491918646426,69,1,TST-TRIP-002,D002,AGGRESSIVE
-1.0720084,-0.48935017,-0.6920185,-0.007330383,-0.021762075,0.034055736,AGGRESSIVE,818960,test,1.366585234404294,0.04107451250756374,1.7436351607240606,0.070812834724978,1.0,0.37704992631976664,0.029738322217414258,70,1,TST-TRIP-002,D002,AGGRESSIVE
-0.5453603,0.18243611,1.0835781,-0.023823744,-0.020540344,0.039553523,AGGRESSIVE,818960,test,1.2267201350950558,0.050536696484113415,1.366585234404294,0.04107451250756374,0.0,0.13986509930923807,0.009462183976549673,71,1,TST-TRIP-002,D002,AGGRESSIVE
1.4842383,-0.056272328,1.9137402,-0.02076942,-0.16165021,0.04505131,AGGRESSIVE,818961,test,2.4225052031278422,0.16909103977708753,1.2267201350950558,0.050536696484113415,1.0,1.1957850680327864,0.11855434329297412,72,1,TST-TRIP-002,D002,AGGRESSIVE
-0.22956502,-0.44724312,-0.26157188,-0.015882496,-0.030925052,0.031612277,AGGRESSIVE,818961,test,0.5666977635403806,0.046988813323145855,2.4225052031278422,0.16909103977708753,0.0,1.8558074395874615,0.12210222645394167,73,1,TST-TRIP-002,D002,AGGRESSIVE
-0.43674183,-0.16641623,0.68302727,0.034208454,0.02649628,0.01572978,AGGRESSIVE,818962,test,0.8276255428893037,0.046040168958822424,0.5666977635403806,0.046988813323145855,1.0,0.2609277793489231,0.000948644364323431,74,1,TST-TRIP-002,D002,AGGRESSIVE
0.14355183,1.39119,-0.4286232,0.032375857,0.033826664,0.0022907446,AGGRESSIVE,818963,test,1.4627831662876725,0.04687949258125321,0.8276255428893037,0.046040168958822424,1.0,0.6351576233983688,0.0008393236224307835,75,1,TST-TRIP-002,D002,AGGRESSIVE
0.62044287,0.18831033,-0.56846905,-0.018325957,0.020998493,0.013897184,AGGRESSIVE,818963,test,0.8623034246287372,0.03114336416263911,1.4627831662876725,0.04687949258125321,0.0,0.6004797416589353,0.015736128418614097,76,1,TST-TRIP-002,D002,AGGRESSIVE
-0.2853893,-0.17019475,0.24317455,0.04520403,-0.085292056,-0.019700404,AGGRESSIVE,818964,test,0.41176105601398855,0.09852027741897224,0.8623034246287372,0.03114336416263911,1.0,0.45054236861474867,0.06737691325633313,77,1,TST-TRIP-002,D002,AGGRESSIVE
-0.7017499,-0.624388,-0.76911354,0.044593163,0.1895973,0.011453724,AGGRESSIVE,818964,test,1.214021801330331,0.19510734006464941,0.41176105601398855,0.09852027741897224,0.0,0.8022607453163424,0.09658706264567718,78,1,TST-TRIP-002,D002,AGGRESSIVE
0.9910469,-0.8525612,0.68788815,0.004886922,0.045433104,0.020005837,AGGRESSIVE,818965,test,1.477235480434813,0.04988268697433479,1.214021801330331,0.19510734006464941,1.0,0.2632136791044819,0.14522465309031463,79,1,TST-TRIP-002,D002,AGGRESSIVE
-0.05385995,-0.7801539,0.10535431,0.03848451,0.012446379,0.0053450707,AGGRESSIVE,818965,test,0.7890757457524522,0.040798770091017934,1.477235480434813,0.04988268697433479,0.0,0.6881597346823607,0.009083916883316855,80,1,TST-TRIP-002,D002,AGGRESSIVE
-0.48959172,0.20456597,0.0057735443,0.08368854,0.34292448,0.039553523,AGGRESSIVE,818966,test,0.5306417079238903,0.3551977644810191,0.7890757457524522,0.040798770091017934,1.0,0.2584340378285619,0.31439899439000113,81,1,TST-TRIP-002,D002,AGGRESSIVE
-0.8123882,1.0566648,-0.76250553,0.059864793,-0.08407033,0.04444045,AGGRESSIVE,818966,test,1.535555199378668,0.11236799999752708,0.5306417079238903,0.3551977644810191,0.0,1.0049134914547777,0.242829764483492,82,1,TST-TRIP-002,D002,AGGRESSIVE
-1.2224029,0.005064808,1.1553516,0.07391469,0.044211373,0.06887506,AGGRESSIVE,818967,test,1.6820023251562546,0.11028055490586194,1.535555199378668,0.11236799999752708,1.0,0.14644712577758656,0.002087445091665141,83,1,TST-TRIP-002,D002,AGGRESSIVE
-1.4801195,-0.58561325,-1.8792753,-0.05009095,-0.12072224,0.07009678,AGGRESSIVE,818967,test,2.4627976502437026,0.14831224180386626,1.6820023251562546,0.11028055490586194,0.0,0.780795325087448,0.03803168689800432,84,1,TST-TRIP-002,D002,AGGRESSIVE
-2.0269077,-1.6317173,-0.24301624,-0.040927973,0.057039544,0.05665775,AGGRESSIVE,818968,test,2.6134102365190044,0.09021479473278851,2.4627976502437026,0.14831224180386626,1.0,0.15061258627530183,0.05809744707107775,85,1,TST-TRIP-002,D002,AGGRESSIVE
-1.039784,-2.8241036,-0.61830235,0.050701816,0.03504839,0.0364992,AGGRESSIVE,818969,test,3.072297138332242,0.07163278151747254,2.6134102365190044,0.09021479473278851,1.0,0.45888690181323755,0.018582013215315968,86,1,TST-TRIP-002,D002,AGGRESSIVE
1.0572593,-0.29291117,1.2690954,0.0061086523,-0.07124216,0.005955936,AGGRESSIVE,818969,test,1.6775569484367494,0.07175119628287734,3.072297138332242,0.07163278151747254,0.0,1.3947401898954925,0.00011841476540479234,87,1,TST-TRIP-002,D002,AGGRESSIVE
0.49398613,0.43986762,0.27573395,0.023823744,0.020998493,0.015118915,AGGRESSIVE,818970,test,0.7166135855113576,0.035172277111751096,1.6775569484367494,0.07175119628287734,1.0,0.9609433629253918,0.03657891917112624,88,1,TST-TRIP-002,D002,AGGRESSIVE
-0.84938484,-0.539847,-0.22183704,0.012217305,0.014278975,0.08109236,AGGRESSIVE,818970,test,1.0305828749531925,0.0832413510154854,0.7166135855113576,0.035172277111751096,0.0,0.3139692894418349,0.0480690739037343,89,1,TST-TRIP-002,D002,AGGRESSIVE
-0.40280306,-0.2102632,-0.15731716,0.0580322,0.06375906,0.18982637,AGGRESSIVE,818971,test,0.48084260132611917,0.20848742100256432,1.0305828749531925,0.0832413510154854,1.0,0.5497402736270733,0.12524606998707893,90,1,TST-TRIP-002,D002,AGGRESSIVE
-1.3313351,-0.28705412,0.38027096,0.07086037,-0.041309763,0.17516561,AGGRESSIVE,818971,test,1.4140223546041648,0.19341840523157347,0.48084260132611917,0.20848742100256432,0.0,0.9331797532780457,0.015069015770990846,91,1,TST-TRIP-002,D002,AGGRESSIVE
0.11231473,-0.2612759,-0.27245712,0.04886922,-0.06085745,0.17577648,AGGRESSIVE,818972,test,0.3938433403454695,0.19232576739766646,1.4140223546041648,0.19341840523157347,1.0,1.0201790142586953,0.0010926378339070064,92,1,TST-TRIP-002,D002,AGGRESSIVE
0.16910136,-1.0090933,-0.20718479,0.022602014,-0.044974953,0.1647809,AGGRESSIVE,818972,test,1.0439301199151616,0.1722972502363819,0.3938433403454695,0.19232576739766646,0.0,0.6500867795696921,0.020028517161284565,93,1,TST-TRIP-002,D002,AGGRESSIVE
0.02441883,-0.25096774,-0.032253265,-0.0012217305,-0.048640147,0.062155537,AGGRESSIVE,818973,test,0.25420731476973024,0.07893457610803144,1.0439301199151616,0.1722972502363819,1.0,0.7897228051454314,0.09336267412835046,94,1,TST-TRIP-002,D002,AGGRESSIVE
0.9903791,-1.1994785,-0.49906063,0.018936822,0.23846652,0.022449298,AGGRESSIVE,818973,test,1.6336036686096957,0.24026829871845948,0.25420731476973024,0.07893457610803144,0.0,1.3793963538399656,0.16133372261042805,95,1,TST-TRIP-002,D002,AGGRESSIVE
0.96638954,-0.5313511,-0.23504448,-0.023823744,0.013057245,-0.008093964,AGGRESSIVE,818974,test,1.1276030516414417,0.028347392797237227,1.6336036686096957,0.24026829871845948,1.0,0.506000616968254,0.21192090592122226,96,1,TST-TRIP-002,D002,AGGRESSIVE
1.6635046,-3.2514997,-1.3943243,0.043982297,0.17249307,-0.0038179078,AGGRESSIVE,818974,test,3.909429383796533,0.17805302038266693,1.1276030516414417,0.028347392797237227,0.0,2.7818263321550916,0.1497056275854297,97,1,TST-TRIP-002,D002,AGGRESSIVE
-0.020573974,-0.24634004,0.042918205,0.012217305,0.008781188,0.07192938,AGGRESSIVE,818975,test,0.25089574734095493,0.07348610420575287,3.909429383796533,0.17805302038266693,1.0,3.6585336364555783,0.10456691617691406,98,1,TST-TRIP-002,D002,AGGRESSIVE
